429,11,18,0
429,11,19,0
429,11,20,0
429,11,19,0
429,11,20,0
429,11,20,0
429,11,19,0
429,11,20,0
429,11,19,0
429,11,19,0
857,19,25,0
857,20,24,0
857,20,24,0
857,19,23,0
857,19,24,0
857,20,25,0
857,20,23,0
857,19,23,0
857,19,23,0
857,20,24,0
1286,33,117,2
1286,33,115,2
1286,33,118,2
1286,33,118,2
1286,33,119,2
1286,34,116,2
1286,33,114,2
1286,34,114,2
1286,33,114,2
1286,33,120,2
1715,51,307,3
1715,51,304,3
1715,51,307,3
1715,52,315,3
1715,52,316,3
1715,51,311,3
1715,51,293,3
1715,48,300,3
1715,49,298,3
1715,49,296,3
2144,61,354,4
2144,61,358,4
2144,62,355,4
2144,61,361,4
2144,62,362,4
2144,61,373,4
2144,61,353,4
2144,60,358,4
2144,61,355,4
2144,61,359,4
2572,74,437,6
2572,75,434,5
2572,76,429,6
2572,74,429,6
2572,75,425,6
2572,76,431,5
2572,75,439,5
2572,75,440,6
2572,75,426,6
2572,76,437,6
3001,85,449,6
3001,86,456,6
3001,86,469,6
3001,84,450,6
3001,85,451,6
3001,85,449,6
3001,85,450,6
3001,85,466,6
3001,85,465,6
3001,84,458,6
3430,96,519,7
3430,96,521,7
3430,97,521,7
3430,97,508,7
3430,90,493,7
3430,91,486,7
3430,95,497,7
3430,92,492,7
3430,92,496,7
3430,91,499,7
3858,95,535,7
3858,96,539,7
3858,95,534,7
3858,94,537,7
3858,95,538,7
3858,94,540,7
3858,95,556,7
3858,95,543,7
3858,96,541,7
3858,95,534,7
4287,102,560,7
4287,101,541,7
4287,104,553,7
4287,102,555,8
4287,105,559,8
4287,102,547,7
4287,102,565,8
4287,102,555,8
4287,102,548,8
4287,103,550,8
