1,15,63,0
1,15,80,0
1,16,72,0
1,15,61,0
1,15,72,0
1,15,62,0
1,15,62,0
1,20,81,0
1,15,81,0
1,15,72,0
2,15,141,1
2,15,210,3
2,28,203,1
2,15,213,3
2,16,247,3
2,15,125,1
2,14,123,1
2,15,126,1
2,22,251,3
2,20,254,3
5,15,492,7
5,28,631,4
5,18,511,6
5,28,621,7
5,27,574,8
5,14,316,4
5,15,322,3
5,15,325,4
5,30,627,7
5,30,633,8
10,17,1233,15
10,29,1230,8
10,16,1303,16
10,28,1217,14
10,17,1218,16
10,15,641,7
10,15,641,7
10,15,631,8
10,27,1265,15
10,21,1197,15
22,16,2738,35
22,31,2766,35
22,29,2618,19
22,15,2676,34
22,30,2665,34
22,15,1413,17
22,15,1440,17
22,15,1411,17
22,22,2733,29
22,28,2724,33
46,15,5500,40
46,15,4438,42
46,15,4155,39
46,26,5063,68
46,28,4939,66
46,15,2949,36
46,15,2945,37
46,25,5533,70
46,30,4996,40
46,16,5233,45
100,15,11320,115
100,16,8339,87
100,15,7931,85
100,24,11470,144
100,26,10997,111
100,16,10320,94
100,15,10962,102
100,16,11342,85
100,21,9203,86
100,19,9291,85
215,24,20797,182
215,15,16304,178
215,15,15902,187
215,15,23813,244
215,22,22821,194
215,22,24477,187
215,16,23691,184
215,16,22830,243
215,15,21457,237
215,16,18545,185
464,27,39980,389
464,16,32441,377
464,15,30949,372
464,16,49886,396
464,15,36776,608
464,21,53145,452
464,16,48087,394
464,16,30793,370
464,29,42542,394
464,25,42915,374
1000,30,77055,803
1000,15,65251,801
1000,15,65955,821
1000,20,91985,842
1000,29,92074,837
1000,28,92141,830
1000,15,15,15
1000,17,107704,869
1000,30,106480,843
1000,30,107330,824
