429,65.683612
429,81.942603
429,118.677811
429,118.791232
429,121.022049
429,126.819614
429,125.555700
429,128.917376
429,127.009491
429,127.569214
857,138.136256
857,137.939143
857,138.202251
857,95.446215
857,77.767486
857,93.181377
857,119.213884
857,131.998384
857,81.079944
857,77.004961
1286,82.236013
1286,127.207968
1286,150.597199
1286,153.503048
1286,149.608823
1286,154.251967
1286,156.053211
1286,151.821305
1286,157.458292
1286,151.070039
1715,177.266088
1715,168.315123
1715,139.728816
1715,134.119252
1715,101.272315
1715,96.856464
1715,89.661434
1715,90.633302
1715,92.183684
1715,90.479402
2144,190.273347
2144,189.310077
2144,191.238381
2144,193.955777
2144,187.684938
2144,185.178147
2144,163.248836
2144,193.391847
2144,151.942673
2144,116.867510
2572,115.677433
2572,149.238936
2572,112.607804
2572,108.316140
2572,111.963345
2572,108.714647
2572,106.777650
2572,107.723060
2572,106.859436
2572,106.638577
3001,151.649523
3001,218.707194
3001,212.925676
3001,126.395606
3001,134.049004
3001,135.179013
3001,134.780133
3001,151.175852
3001,226.716241
3001,223.810126
3430,162.101354
3430,132.816670
3430,129.843584
3430,132.538290
3430,229.367899
3430,236.471139
3430,229.415705
3430,233.307775
3430,223.457693
3430,216.386139
3858,209.157626
3858,232.242654
3858,239.576866
3858,229.766480
3858,240.097721
3858,230.877647
3858,237.028206
3858,194.723900
3858,138.655095
3858,191.648200
4287,238.001808
4287,243.251775
4287,249.731518
4287,237.624027
4287,236.557916
4287,163.403233
4287,172.175988
4287,239.722275
4287,224.788752
4287,151.333544
