429,11.313640,18.843263,0.325423
429,11.072166,19.869591,0.336340
429,11.722357,20.159503,0.340074
429,11.757795,19.907219,0.349368
429,11.682411,20.002568,0.345178
429,11.678026,20.013822,0.347379
429,11.602718,19.911021,0.336123
429,11.531354,20.275957,0.341209
429,11.621423,19.906327,0.336167
429,11.622848,19.975285,0.355568
857,19.962945,25.038374,0.656773
857,20.689362,24.279713,0.631391
857,20.001506,24.328478,0.647386
857,19.957002,23.990063,0.653824
857,19.926824,24.680758,0.667450
857,20.946838,25.076754,0.676131
857,20.059653,23.888056,0.657847
857,19.929689,23.858964,0.626959
857,19.906474,23.919726,0.635082
857,20.089007,24.241939,0.642067
1286,33.420726,117.639043,2.050461
1286,33.723131,115.381397,2.025027
1286,33.489196,118.404522,2.004791
1286,33.359102,118.428036,2.033172
1286,33.817565,119.210833,2.018780
1286,34.024011,116.364011,2.025407
1286,33.576411,114.818359,2.050702
1286,34.235351,114.576800,2.031859
1286,33.829553,114.068855,2.017812
1286,33.487402,120.383183,2.063587
1715,51.025081,307.995522,3.914406
1715,51.610366,304.656736,3.914366
1715,51.580660,307.530360,3.928211
1715,52.280318,315.874726,3.939496
1715,52.330353,316.810358,3.936148
1715,51.804944,311.749418,3.984130
1715,51.592327,293.060060,3.737154
1715,48.915766,300.207860,3.790190
1715,49.490125,298.766126,3.826952
1715,49.022903,296.737945,3.708305
2144,61.428406,354.610900,4.770741
2144,61.675198,358.872573,4.773194
2144,62.504565,355.000260,4.814483
2144,61.817949,361.067023,4.785107
2144,62.208966,362.408066,4.840645
2144,61.110078,373.105934,4.798708
2144,61.452810,353.535005,4.816094
2144,60.953228,358.630543,4.744238
2144,61.005354,355.698439,4.803595
2144,61.284580,359.001737,4.731323
2572,74.952647,437.382639,6.042148
2572,75.618314,434.282152,5.942045
2572,76.072232,429.604578,6.074431
2572,74.918181,429.730617,6.008670
2572,75.567441,425.761682,6.046345
2572,76.165749,431.860657,5.952634
2572,75.027081,439.629822,5.890958
2572,75.555949,440.194215,6.223345
2572,75.590095,426.603470,6.065227
2572,76.699875,437.867533,6.093519
3001,85.416312,449.906321,6.579861
3001,86.419462,456.034264,6.745188
3001,86.599887,469.595963,6.635426
3001,84.444036,450.912645,6.639556
3001,85.493422,451.504814,6.821765
3001,85.308279,449.941880,6.650441
3001,85.343719,450.735582,6.499776
3001,85.751265,466.173440,6.630422
3001,85.397753,465.571082,6.649396
3001,84.174320,458.227015,6.625341
3430,96.253932,519.971608,7.519512
3430,96.628438,521.209499,7.420274
3430,97.026888,521.096378,7.527353
3430,97.199232,508.881091,7.160249
3430,90.964746,493.316863,7.102122
3430,91.237238,486.067144,7.078506
3430,95.022591,497.956497,7.138829
3430,92.665811,492.482298,7.054725
3430,92.671372,496.503235,7.031010
3430,91.511518,499.403749,7.043531
3858,95.347980,535.473120,7.628510
3858,96.171799,539.055737,7.802546
3858,95.716921,534.058650,7.675228
3858,94.614269,537.101945,7.717431
3858,95.701203,538.520842,7.669921
3858,94.817036,540.551638,7.622756
3858,95.848954,556.404915,7.853494
3858,95.851242,543.532243,7.592052
3858,96.046924,541.259638,7.723724
3858,95.355038,534.617088,7.645164
4287,102.046478,560.710855,7.971114
4287,101.744579,541.579234,7.995546
4287,104.287271,553.639549,7.928889
4287,102.669139,555.587089,8.008237
4287,105.378498,559.280264,8.089619
4287,102.020895,547.958301,7.940289
4287,102.775029,565.084906,8.057336
4287,102.601212,555.001385,8.011524
4287,102.979675,548.960198,8.123146
4287,103.139095,550.984120,8.146734
