1,0.023608
1,0.357478
1,0.081029
1,0.299251
1,0.551121
1,0.347121
1,0.334850
1,0.325470
1,0.445691
1,0.250752
1,0.398200
1,0.320132
1,0.371393
1,0.440240
1,0.751256
1,0.614339
1,0.309718
1,0.360999
1,0.549907
1,0.439698
1,0.478709
2,0.266982
2,0.159299
2,0.500694
2,0.466294
2,0.569007
2,0.632134
2,0.455425
2,0.413876
2,0.568407
2,0.279670
2,0.149332
2,0.297515
2,0.414625
2,0.146700
2,0.097601
2,0.560461
2,0.310285
2,0.229521
2,0.545843
2,0.344487
2,0.503534
5,0.434051
5,0.558420
5,0.469815
5,0.598078
5,0.524359
5,0.673709
5,0.440479
5,0.734195
5,0.615348
5,0.381882
5,0.444674
5,0.480128
5,0.554023
5,0.324026
5,0.549608
5,0.614793
5,0.359000
5,0.399848
5,0.496229
5,0.665330
5,0.386973
10,0.546578
10,0.437098
10,0.617756
10,0.589871
10,0.568465
10,0.553711
10,0.813945
10,0.603417
10,0.673385
10,0.676031
10,0.736811
10,0.529873
10,0.513444
10,0.692386
10,0.660457
10,0.631487
10,0.643883
10,0.598442
10,0.618264
10,0.714558
10,0.571266
22,0.791700
22,0.670057
22,0.720371
22,0.555820
22,0.745682
22,0.665464
22,0.575979
22,0.628412
22,0.499745
22,0.692799
22,0.636741
22,0.781806
22,0.804981
22,0.605380
22,0.811907
22,0.712928
22,0.624904
22,0.761780
22,0.538644
22,0.758812
22,0.693587
46,0.838105
46,0.639394
46,0.774416
46,0.646358
46,0.848246
46,0.579174
46,0.703572
46,0.714519
46,0.736383
46,0.725290
46,0.647921
46,0.558973
46,0.805746
46,0.562275
46,0.538371
46,0.604722
46,0.780753
46,0.532680
46,0.698186
46,0.558129
46,0.564698
100,0.736147
100,0.853206
100,0.785434
100,0.798067
100,0.666710
100,0.765272
100,0.724864
100,0.620242
100,0.610760
100,0.785954
100,0.780234
100,0.786782
100,0.739627
100,0.662451
100,0.710181
100,0.824945
100,0.546303
100,0.664766
100,0.539567
100,0.613444
100,0.643399
215,0.867926
215,0.725385
215,0.822522
215,0.774326
215,0.905749
215,0.764368
215,0.796939
215,0.808602
215,0.855855
215,0.933134
215,0.795794
215,0.685926
215,0.925209
215,0.782824
215,0.815544
215,0.750320
215,0.836259
215,0.750965
215,0.834757
215,0.834651
215,0.833246
464,0.888826
464,0.786869
464,0.725903
464,0.813941
464,0.771382
464,0.821829
464,0.842718
464,0.780247
464,0.786191
464,0.786034
464,0.861361
464,0.919269
464,0.870310
464,0.919370
464,0.927036
464,0.798336
464,0.948131
464,0.854365
464,0.846725
464,0.804404
464,0.852054
1000,0.841342
1000,0.828657
1000,0.808241
1000,0.815439
1000,0.773605
1000,0.800779
1000,0.890203
1000,0.846308
1000,0.794434
1000,0.819334
1000,0.892496
1000,0.842185
1000,0.794208
1000,0.867350
1000,0.797502
1000,0.941176
1000,0.847964
1000,0.792371
1000,0.858025
1000,0.796002
1000,0.818506
